id,text
1773724153042327,"Hej🙂
MLM to wspaniała droga ku szczęściu, a zarazem udręka...(nie ukrywajmy😅)

Jestem MLM - owcem i liderem

Rozpocząłem współpracę ze wspaniałymi ludźmi, buduje biznes z wyjątkowymi osobami i dalej to robię, mimo wszystko. Wspieram każdego dnia każdą osobę w mojej grupie, bo wiem, że to jest priorytetem❗ aby wygrać i zwyciężyć.

Takimi ludźmi bądźcieWięcej dla swoich partnerów biznesowych- przyjaciółmi. To się zwróci bardzo szybko, obiecuję.

Odwagi i wiary, a zarazem CIERPLIWOŚCI oraz ogromnej WYTRWAŁOŚCI. A sukces będzie widoczny.
Pozdrawiam i życzę samych sukcesów.
Tomasz Szwal"
1619870025094408,"Jednorazowy zarobek 100zł za przetestowanie aplikacji Wester Union.

Czas pracy od momentu zainstalowania aplikacji do momentu otrzymania pieniędzy na konto to 20min.

Tylko osoby pełnoletnie,posiadam dowody wypłat."
1604429526638458,"PRACA PRZY KOMPUTERZE ‼️

Wypełnianie wniosków (90-180 zł za jeden)
Miejsce: dom (z dostępem do Internetu)
Czas pracy: 2-4 h dziennie
Zarobki: 2-5 tys miesięcznie
Dodatkowe bonusy i premia na start 100 zł
Osoby pełnoletnie + polskie obywatelstwo

Zainteresowane osoby zapraszam do kontaktu :)"
1619857695095641,"Zarabiaj na polecaniu produktów w Internecie bez kupowania!
Chcesz dorobić do domowego budżetu ?
Potrzebujesz dodatkowej gotówki ?
Chętnie pokażę Ci w kilku prostych krokach jak łatwo można zarobić już w pierwszych dniach współpracy 💸"
1619067301841347,"Praca zdalna 2-3 h dziennie😉
Bardzo prosta, bo odpisujesz tylko na wiadomości ☺️
Zarobki w granicach (2000-5000)🤑
Dodatkowa lub stała 💸"
1638873306527413,"Zajęcie dotatkowe lub stałe
👉Na START 120 zł
👉Miesięcznie 2-7 tyś +PREMIE 💎dla zaangażowanych.
Pisz po szczegóły na priv 📩"
1639737786440965,"Witam
Czy któraś z Pań poszukuje dodatkowej pracy lub stałej
Zapraszam do kontaktu"
1638137899934287,Praca dodatkowa w domu z gadżetami prezenty i bonusy od firmy bez inwestycji Zapraszam na priv 🙂
1639444866470257,Dam pracę w e-drogerii
1639537246461019,"Poszukuję do pracy zdalnej otwartych i zdecydowanych ludzi.
Można pracować prowadząc swój sklep internetowy
lub/i budując swój zespół.
Branża prozdrowotna w tym CBD."
1620690535012357,"Witam !
Szukam dodatkowej pracy zdalnej , 2-3 godz dziennie.
Nie interesuje mnie sprzedaż towarów czy usług dla klientów, zainteresowana jestem praca typu wprowadzania danych do systemu i nie tylko to.

Pozdrawiam 🙂"
6734360026592149,"Droga Warszawo, potrzebna pomoc na cito!
Para znajomych uległa ciężkiemu wypadkowi motocyklowemu w Wietnamie. Potrzebują wsparcia, aby móc walczyć o zdrowie.
„Ktokolwiek potrafi dawać z siebie jest bogaty."" ~ E.Fromm



ZRZUTKA.PL
Ratujmy Renię i Pacia • Let’s bring them home! | zrzutka.pl"
6795740197120798,"Dam prostą pracę wykonywaną z domu przy komputerze (2-4h dziennie)
Praca opiera się między innymi na wystawianiu gotowych ogłoszeń oraz na odpisywaniu na wiadomości - mile widziani studenci i osoby uczące się, więcej informacji udziele w wiadomości prywatnej"
6803317259696425,"POSZUKUJĘ OSÓD DO WSPÓŁPRACY W FINANSACH.
PRACA BIUROWA I OBSŁUGA KLIENTA.
WYMAGANIA ORAZ OBOWIĄZKI:
NIEKARALNOŚĆ
WYKSZTAŁCENIE MINIMUM ŚREDNIE
DYSPOZYCYJNOŚĆ MINIMALNIE KILKANAŚCIE GODZIN W TYGODNIU
POZYTYWNE… Więcej NASTAWIENIE
CHĘĆ NAUKI TEMATÓW ZWIĄZANYCH Z BRANŻĄ
POMOC W TWORZENIU BAZY KLIENTÓW ORAZ SERWISIE OBECNYCH
ANALIZA POTRZEB KLIENTA
PRACE ADMINISTRACYJNE I BIUROWE ZWIĄZANE Z OBŁUGĄ OBECNYCH KLIENTÓW
STATUS STUDENTA
OFERUJEMY:
SZKOLENIA WDRAŻAJĄCE
WYNAGRODZENIE ADEKWATNE DO WYNIKÓW ( PRZECIĘTNIE OK 5000 PLN NETTO)
ELASTYCZNY CZAS PRACY( MOŻLIWOŚĆ DOPASOWANIA DO STUDIÓW DZIENNYCH)
SZEROKĄ ŚCIEŻKĘ KARIERY
MOŻLIWOŚC AWANSU NA POZYCJĘ KIEROWNICZĄ LUB SPECJALISTĘ DS FINANSÓW
ATMOSFERĘ W SUPER ZESPOLE


WYJAZDY INTEGRACYJNE W POLSCE I ZAGRANICĄ"
6804094822952002,"Poszukiwana osoba do pracy na piątki, godz pracy 10.00 do 18.00.Praca polega na robieniu kawy i herbaty mieszkańcom na piętrze wspólnym rekreacyjnym.Język angielski wymagany.Adres ul. Złota 44,Śródmieście .

18.00.PR
18.00.pr"
6806816059346545,"Leclerc Ciszewskiego
Hostessa z ksiazeczka
20.05 godz. 14-19
Stawka 30 zl platne po zleceniu"
6806209302740554,Szybki blik od razu 😊Kto chętny to zapraszam 😊 Promocja może niedługo się skończyć 😊
6801064899921661,"Szukam chętnych młodych osób jako sztuczny tłum na wydarzeniu jednej z firm.

Prosta, niewymagająca praca.

Niedziela 21.05
2h 50 zł do ręki
Godzina 16.00-18.00
Warszawa okolice Pałacu Kultury"
6796769240351227,Szukam dorywczej pracy popołudniami po godzinie 17
6806449232716561,Zatrudnię energiczną i sympatyczną studentkę do pomocy w Żłobku na Żoliborzu. Praca polega głównie na wsparciu opiekunki oraz utrzymaniu porządku. Pół etatu pon-pt od 9-13 lub 13.00-17:00. (dopuszczamy ew elastyczność godzin i dni). Umowa zlecenie 25zl/godz.
6806773319350819,"REKRUTUJEMY 🤗

Frajda
28 lipca 2022 o 11:01 ·

Wiele naszych podopiecznych chce zostać ""Panią z Frajdy"" 😊
A może ktoś z Was, mamusie lub ciocie, albo z Waszych znajomych, też chciałby. Tak na poważnie i teraz!

Chcąc umożliwić cotygodniową dawkę aktywności iWięcej frajdy jeszcze większej ilości dzieci, zapraszamy do współpracy!

Dołącz do TEAMU FRAJDY - niech Twoja pasja, będzie twoją pracą, a praca, pasją 💛
#pracaradom #pasja #aktywnosc #frajda #pracazdziecmi #przedszkole
📞530 456 654
💌biurofrajda@gmail.com
💻www.frajda.org
🏡Śniadeckich 2"
6796661097028708,"Poszukuję do pracy kelnerów oraz pomocy kuchennej , zaangażowanych w swoją pracę i miło będzie jak masz chociaż minimalne doświadczenie. Prace w hotelach oraz czasem wpadają jakieś eventy . Stawka 21-24 netto . Proszę napisz priv . Nie poszukuję osób , które nie dotrzymują słowa. Zostawcie tu miejsce dla ludzi którzy maja ochotę zarobić ;) lokalizację i zlecenia podajemy i wybierasz sobie wedle własnych możliwości."
6806106842750800,"Poszukuję osób do pracy 5 dni w tygodniu (sprzątanie)
Skrzynka odbiorcza, aby uzyskać więcej informacji"
6802938609734290,"Słuchajcie ‼️ Praca szuka człowieka ‼️
Klub Fitness lokalizacja Rondo Wiatraczna.

Jeśli:
lubisz sport,
lubisz kontakt z ludźmi,
nie boisz się wyzwań,
to zapraszamy do Naszego Zespołu. ‼️
Zapewniamy:
dobrą atmosferę,
elastyczny grafik,
realną możliwość rozwoju
Po więcej informacji zapraszam na priv 😀💪"
6806482319379919,"Kawiarnia dla dzieci „Kofifi” niedaleko Placu Wilsona na Żoliborzu poszukuje pracownika obsługi kawiarni.
Oferujemy:
- umowa zlecenie
- stawka 22,80 brutto
- elastyczny grafik pracy
- miła, rodzinna atmosfera
Oczekujemy:
- ważnego badania sanitarnoepidemiologicznego
- wysokiej kultury osobistej
- pozytywnego nastawienia do dzieci

CV prosimy przesyłać na adres manager@kofifi.pl"
6806741932687291,"DAM PRACĘ

3h dziennie PN-PT

UMOWA

Nawet do 850 zł tygodniowo

18+ob.polskie"
6800689946625823,"DAM PRACĘ

3h dziennie PN-PT

UMOWA

Nawet do 850 zł tygodniowo

18+ob.polskie"
6806279132733571,"Praca domowa (Prawdziwa)!
300-500 tyg
+18
Nie długopisy!
Potrzebuję rąk do pracy💪
Zajęcie dodatkowe lub stałe😀
Bez inwestycji! Napisz priv"
6799595073401977,"Firma Kurier Balonowy poszukuje ludzi do pracy na dworze przy sprzedaży balonów w okolicach Warszawy Śródmieście.
.
Zlecenia do wyboru:
20.05 sobota 11:00-22:00
21.05 niedziela 11:00-22:00
27.05 sobota 11:00-22:00
28.05 niedziela 11:00-22:00
03.06 sobota 11:00-22:00
04.06 niedziela 11:00-22:00
10.06 sobota 11:00-22:00
11.06 niedziela 11:00-22:00
.Więcej
Stawka 22,80 zł - 28,80 zł./h netto dla uczących do 26 roku życia albo brutto dla nieuczących.
.
Współpraca jest możliwa w formie pracy dorywczej w wybrane przez siebie dni bądź w formie stałej współpracy przez cały rok.
.
Osoby zainteresowane zapraszam do kontaktu w wiadomości prywatnej."
6800644456630372,"📲 Zarabiaj z poziomu swojego telefonu 🤑💸
💥Bez inwestycji i sprzedaży 💥
💰600-800zł/tydz
18+ / legalnie/2-3 h dziennie 💰 info priv 📩"
3321908434757368,"Nawet 28% rabatu na Eduweb.pl tylko dla członków grupy Praca / Staż w IT

Udało nam się wynegocjować tylko dla Naszej grupy rabat na wszystkie kursy na Eduweb.pl. Nawet 28% rabatu.

Szczegóły poniżej.

Rabat 28% otrzymujemy przy zakupie dostępu na rok.
Jeżeli chcemy opłacać dostęp, co miesiąc otrzymujemy rabat 10%.

Aby skorzystać z promocji należy zakupić dostęp z dedykowanego linka, który od razu obniża cenę.

Linki dostępne tutaj:
Rabat 28% https://bit.ly/28rabatu
Rabat 10% https://bit.ly/minus10rabat

Dlaczego warto skorzystać z Eduweb:
W jednym miejscu mamy między innymi takie kursy:
Tworzenie WWW od podstaw
HTML i CSS od Podstaw
Zaawansowany HTML i CSS
Podstawy JavaScript
Zaawansowany JavaScript
React
Vue.js
Node.js
PHP
Narzędzia Web Developera
itd.
Ponad 1000 godzin kursów w jednym dostępie!

Odnawiając cały czas subskrypcje dostępu masz gwarancję obniżonej ceny.

Pamiętaj, że masz 7 dniowy trial za darmo.

Promocja jest ograniczona czasowo.
Ponadto Eduweb wszedł we współpracę z Just Join IT i za chwilę na Eduweb będą pojawiać się oferty pracy dla kursowiczów.

Linki dostępne tutaj:
Rabat 28% https://bit.ly/28rabatu
Rabat 10% https://bit.ly/minus10rabat"
3741159719498902,"Cześć, szukam jakiegokolwiek sposobu na zdobycia pierwszego doświadczenia w IT, najlepiej jako frontend lub fullstack developer. Pracę, staż lub cokolwiek innego można zaproponować mogę rozpocząć wraz zWięcej początkiem czerwca, gdyż czeka mnie jeszcze matura z informatyki. Najlepszą opcją byłoby załatwić wszystko zdalnie, lecz w niedalekiej przyszłości planuję przeprowadzkę do Poznania, gdzie mógłbym dojeżdżać do biura. Opinie dotyczące CV również mile widziane.

https://www.linkedin.com/in/mateusz-mańczak-5a5716234/
https://www.cv.mateuszmanczak.pl"
3739512616330279,"dzień dobry, jaka jest szansa na znalezienie doświadczenia bez angielskiego"
3737494789865395,"Cześć wszystkim,
Niedługo planuje odbyć staz jako programista. Znalazłem już pracodawce który mnie przyjął, pozostała kwestia formalności. Zarejestrowałem sie jako bezrobotny, wysłałem dokumenty, lecz ostatnio ponoć zmieniło się pracy zdalnej, a że nie za bardzo się na tym znam, zwracam się do was. Jak teraz bedzie wyglądała praca zdalna, czy staż zdalny nadal jest możliwy? Odpowiadając odrazu na pytania: Spytałem się w Urzedzie Pracy, sami nie wiedzieli 🤔"
3741965366085004,"#stres, #trudnyprojekt
Czesc, proszę o slowa wsparcia. Weszlam w zeszlym roku do IT jalp junior tester manualny. Trafilam do trudnego biznesowo projektu. Jest mi po prostu ciezko 😞Stresuje sie bardzo😞moje zdrowie na tym cierpi.
Czy mial ktos tak, ze stwierdzil ze IT to jednqk nie dla niego?"
3741667282781479,"Hej, hej!
Rozglądam się za pierwszą pracą w IT. Zależałoby mi żeby dorwać się do HelpDesku żeby złapać doświadczenie zawodowe i później rozwijać się dalej. W związku z tym mam pytanie, jakie umiejętności i/lub papiery są obowiązkowe/mile widziane na takim stanowisku? Coś co może pomóc się wyróżnić? Co jest ważniejsze, kompetencje miękkie czy twarde?"
3740891239525750,"Witam wszystkich,
Właśnie zaczynam szukać pracy jako junior frontend developer, załączam CV oraz linki do gita i linkedina, bardzo chętnie poczytam co jeszcze poprawić. Dzięki wielkie za chwilę uwagi ;)
Git: https://github.com/WhoYou3
LinkedIn: https://www.linkedin.com/in/jan-irzyk-9595b6264/"
3737670339847840,"Poszukuje pierwsze staż lub praca jako mlodszy programista frontend. Technologie które znam to: HTML, CSS, Javascript, Bootstrap, React. Jeżeli ktoś jest zainteresowany to proszę o komentarz i wyślę priv CV i link do mojego portfolio. Dziękuje Serdecznie"
3741874459427428,"Hej,
Pracuje od lekko od ponad roku na stanowisku software engineer. To moja pierwsza praca w IT, jestem w trakcie studiów zaocznych (kończę 2 rok).
Mój stack to głównie Angular, czasem coś w C#, ostatnio też testy.
Mam w porządku wypłatę (imo - 7k netto na uop) ALE uważam ze się nie rozwijam bo pracujemy na wewnętrznym frameworku opartym naWięcej Angularze który robi wiele rzeczy za programistę under the hood. Wiec nie pracuje w czystym Angularze i trochę zaczyna się to przeszkadzać…

Teraz się zastanawiam czy tak rzeczywiście jest jak mysle i powinnam rozważyć zmianę pracy niedługo (dostałam niedawno umowę na czas nieokreślony i będę starać się o kredyt i to było moje go to) żeby pracować w czystym Angularze, czy może jednak wydziwiam i w większości prac tak jest se jest jakieś wewnętrzne narzędzie pomagające programistom??"
3737453936536147,"Witam

Szukam pierwszej pracy w swoim kierunku!

Github: https://github.com/L4yoos

Zapraszam do opinii w komentarzach"
3742253892722818,"Szanowna Grupo,
Razem z Żoną zaczęliśmy naukę programowania i jesteśmy na etapie wykonywania kilku, bardziej produkcyjnych projektów stron internetowych dla naszych znajomych.
Szukamy osoby, z którą moglibyśmy umówić się na płatne konsultacje i naprowadzanie na odpowiednie tory, jeśli chodzi o pliki cookies, aplikacje z logowaniem, podłączenia bramek płatniczych, client side rendering, server side rendering, pozycjonowanie i tym podobne bardziej produkcyjne sprawy.
Na ten moment działamy w gatsbyJS
Ktoś coś? ✌️"
3740862592861948,"🤓 Junior SQA Engineer
💸 9 000 - 11 000 PLN gross (Permanent)
🌍 S&P Global | Marynarki Polskiej 163, Gdańsk

👉 Wymagania:
➡ REST 🔸🔸
➡ SQL 🔸🔸
➡ Selenium WebDriver 🔸🔸

👉 Nice to have:
➡ Java 🔸

Aplikuj bezpośrednio przez link poniżej ⤵
🔥 https://jjit.it/LU2NwmG 🔥

JUSTJOIN.IT
Junior SQA Engineer @S&P Global"
3740907749524099,"🤓 Młodszy Programista SQL
💸 7 500 - 8 800 PLN net (B2B)
💸 6 000 - 7 000 PLN gross (Permanent)
🌍 Sente | Legnicka 51-53, Wrocław

👉 Wymagania:
➡ SQL 🔸🔸

Aplikuj bezpośrednio przez link poniżej ⤵
🔥 https://jjit.it/3o2jf50 🔥

JUSTJOIN.IT
Młodszy Programista SQL @Sente"
3740907992857408,"🤓 Konsultant Serwisu IT (systemy medyczne/weterynaryjne)
💸 4 000 - 7 000 PLN net (B2B)
💸 4 000 - 7 000 PLN gross (Permanent)
🌍 MARCEL S.A. | Prymasa Stefana Wyszyńskiego, Zielonka

👉 Wymagania:
➡ Linux 🔸🔸
➡Więcej TCP/IP 🔸🔸
➡ Bash 🔸🔸
➡ Apache 🔸🔸
➡ PostgreSQL 🔸🔸
➡ Firebird 🔸🔸

👉 Nice to have:
➡ SQL 🔸

Aplikuj bezpośrednio przez link poniżej ⤵
🔥 https://jjit.it/HB3H2B0 🔥

JUSTJOIN.IT
Konsultant Serwisu IT (systemy medyczne/weterynaryjne) @MARCEL S.A."
3741127299502144,"[SKN SII][Hackathon Startup Step by Step]
Słyszeliście kiedykolwiek o powiedzeniu ”lepiej późno niż nigdy?” ⌛️
Doskonale się wpisuje w dzisiejszy dzień! 🚀
Już za niecałe 12 godzin zamykamy formularze na największy… Więcej studencki hackathon tego semestru „Startup Step by Step”. ⏰
Networking, duża nagroda pieniężna, a nawet płatny staż w innowacyjnym technogigancie „AI Clearing” czekają na Was!🦾
Pamiętajcie także, że nasz hackathon to nie tylko 48 godzin intensywnej burzy mózgów, ale także świetna zabawa. 🎉
Kreatywni ludzie z całej Polski i zagranicy, pewni pasji mentorzy, ciekawe prelekcje, pyszne przekąski na pewno ubawią pracę waszemu zespołowi.🍕 Nie daj takiej okazji przejść koło nosa.
Rozpocznij swoją passę zawodową zwycięstwem w trzeciej edycji naszego projektu.🏆 Czekamy na zapisy do północy. ❗️Obowiązują zapisy! Wypełnij formularz: https://forms.gle/28NAkqZHDY66znc26
Link do wydarzenia: https://www.facebook.com/events/257874823267534"
3741543302793877,"Cześć. Jestem uczniem technikum i szukam pierwszego doświadczenia komercyjnego w IT. Będę zainteresowany stażem letnim lub pracą. Mój stack to html, css, javascript, react, node.js, express.js, lua. Proszę pisać w komentarzach, a ja chętnie podeśle swoje portfolio i cv 🙂"
3741549349459939,"Hej,
Mam pytanie. Jestem po kilku kursach (php, symphony, sulu cms, js, react). Chciałabym przygotować się do projektowania systemów typu https://conrego.pl/ czy https://www.syskonf.pl/. Mam pewien pomysł, kolegę, który też dość dużo potrafi i chcemy połączyć siły. Mój pomysł byłby trochę inny, ale system działania byłby podobny. Czy ktoś jest wWięcej stanie powiedzieć mi jaką jeszcze wiedzę muszę nabyć, żeby móc napisać taki system rezerwacji? W czym najlepiej napisać takie rozwiązanie? W systemie byłyby np płatności online, układanie agendy spotkań itp. Docelowo mój pomysł, byłby sprzedawany najprawdopodobniej na zasadzie subskrypcji - tutaj też - w czym to najlepiej napisać? Wiem, to długa droga, ale póki co orientuje się od czego zacząć, następnie będę i tak pozyskiwała środki na tą realizację, także nie jest tak że totalnie sama to napiszę ucząc się języków - żeby nie było :)
Z góry dziękuję za odpowiedzi :)"
3741630769451797,"Cześć wszystkim!

Jestem w trakcie przebranżawiania się. Aktualnie rozglądam się za pierwszą pracą/stażem w kierunku Frontedowym ( frycowe za naukę trzeba zapłacić :D ). Za sobą mam 7 miesięcy nauki w bootcampowym kursie (Full stack) z Kodilli oraz od listopada zeszłego roku uczęszczam na spotkania DOJO z Reacta. Poznane technologie to (poparteWięcej projektami indywidualnymi oraz zespołowymi) : HTML, Handlebars, CSS, SASS, Bootstrap, ANTD, JS, GIT, Jira, Jest, React, Redux, - ostatnie dwa kładziono największy nacisk. Obecnie szlifuję swoją wiedze z zakresu backendu ( Node.js, Ruby on rails, ). Jeśli w tej grupie znajdują się zainteresowane osoby, to proszę o komentarz. Podeślę prywatnie swoją CV'kę oraz linka do GH."
3741661799448694,"Szukam zleceń do powiększenia portfolio

Umiejętności pisanie autorskiego kodu z użyciem: PHP, REST API, JSON, SQL

Zapraszam do kontaktu na priv"
1406851409877839,Sprzedam tą grupę - budowana kilka lat - wszystkie osoby dodały się same - bez kupowania aktywności - mariuszmajewski@icloud.com - proszę o oferty
1418132898749690,"Dam pracę (wykonywaną w domu)
ok 800 zł/tyg., umowa, możliwość pracy w weekendy, praca dla osób pełnoletnich, obywatelstwo polskie.
Zapraszam do kontaktu"
1424657451430568,"DAM PRACĘ

3h dziennie PN-PT

UMOWA

Nawet do 850 zł tygodniowo

18+ob.polskie"
1423427874886859,"Praca od zaraz ‼️
Poszukuje Kobiet do współpracy. Możliwość wykonywania pracy w domu.
Żadne ankiety, sprzedaż czy też zakładanie kont.🍀
Praca stała lub dorywcza. Wynagrodzenie 15-ego każdego miesiąca 🙂
Zapraszam do kontaktu w wiadomości prywatnej. 😊"
1423519604877686,"Możliwość pracy na pół etatu, wynagrodzenie 1500 zł"
1423558568207123,"Poszukuję SPAWACZA MAG 135 Z AUTEM na wyjazd, praca OD ZARAZ 22.05.2023 - 15 EURO NA RĘKĘ, ZAPEWNIONE ZAKWATEROWANIE"
1423571921539121,"Ania Jakubowska Szukam osób, które mogą pracować w domu przy pakowaniu.
Wynagrodzenie od 3000 zł"
